이름,날짜,종가
나스닥,2022-04-25,13004.852
나스닥,2022-04-26,12490.743
나스닥,2022-04-27,12488.933
나스닥,2022-04-28,12871.528
나스닥,2022-04-29,12334.64
나스닥,2022-05-02,12536.017
나스닥,2022-05-03,12563.757
나스닥,2022-05-04,12964.856
나스닥,2022-05-05,12317.691
나스닥,2022-05-06,12144.662
나스닥,2022-05-09,11623.248
나스닥,2022-05-10,11737.671
나스닥,2022-05-11,11364.236
나스닥,2022-05-12,11370.962
나스닥,2022-05-13,11805.001
나스닥,2022-05-16,11662.791
나스닥,2022-05-17,11984.523
나스닥,2022-05-18,11418.154
나스닥,2022-05-19,11388.495
나스닥,2022-05-20,11354.617
나스닥,2022-05-23,11535.275
나스닥,2022-05-24,11264.448
나스닥,2022-05-25,11434.741
나스닥,2022-05-26,11740.65
나스닥,2022-05-27,12131.131
나스닥,2022-05-31,12081.391
나스닥,2022-06-01,11994.46
나스닥,2022-06-02,12316.898
나스닥,2022-06-03,12012.734
나스닥,2022-06-06,12061.37
나스닥,2022-06-07,12175.232
나스닥,2022-06-08,12086.271
나스닥,2022-06-09,11754.226
나스닥,2022-06-10,11340.024
나스닥,2022-06-13,10809.225
나스닥,2022-06-14,10828.345
나스닥,2022-06-15,11099.155
나스닥,2022-06-16,10646.099
나스닥,2022-06-17,10798.35
나스닥,2022-06-21,11069.302
나스닥,2022-06-22,11053.08
나스닥,2022-06-23,11232.193
나스닥,2022-06-24,11607.62
나스닥,2022-06-27,11524.551
나스닥,2022-06-28,11181.54
나스닥,2022-06-29,11177.893
나스닥,2022-06-30,11028.736
나스닥,2022-07-01,11127.845
나스닥,2022-07-05,11322.238
나스닥,2022-07-06,11361.852
나스닥,2022-07-07,11621.346
나스닥,2022-07-08,11635.308
나스닥,2022-07-11,11372.599
나스닥,2022-07-12,11264.728
나스닥,2022-07-13,11247.582
나스닥,2022-07-14,11251.185
나스닥,2022-07-15,11452.421
나스닥,2022-07-18,11360.048
나스닥,2022-07-19,11713.147
나스닥,2022-07-20,11897.651
나스닥,2022-07-21,12059.609
나스닥,2022-07-22,11834.112
나스닥,2022-07-25,11782.666
나스닥,2022-07-26,11562.575
나스닥,2022-07-27,12032.423
나스닥,2022-07-28,12162.593
나스닥,2022-07-29,12390.688
나스닥,2022-08-01,12368.976
나스닥,2022-08-02,12348.758
나스닥,2022-08-03,12668.159
나스닥,2022-08-04,12720.58
나스닥,2022-08-05,12657.555
나스닥,2022-08-08,12644.459
나스닥,2022-08-09,12493.929
나스닥,2022-08-10,12854.805
나스닥,2022-08-11,12779.913
나스닥,2022-08-12,13047.186
나스닥,2022-08-15,13128.053
나스닥,2022-08-16,13102.549
나스닥,2022-08-17,12938.123
나스닥,2022-08-18,12965.341
나스닥,2022-08-19,12705.215
나스닥,2022-08-22,12381.573
나스닥,2022-08-23,12381.301
나스닥,2022-08-24,12431.528
나스닥,2022-08-25,12639.265
나스닥,2022-08-26,12141.71
나스닥,2022-08-29,12017.669
나스닥,2022-08-30,11883.136
나스닥,2022-08-31,11816.203
나스닥,2022-09-01,11785.126
나스닥,2022-09-02,11630.864
나스닥,2022-09-06,11544.909
나스닥,2022-09-07,11791.9
나스닥,2022-09-08,11862.129
나스닥,2022-09-09,12112.307
나스닥,2022-09-12,12266.411
나스닥,2022-09-13,11633.574
나스닥,2022-09-14,11719.678
나스닥,2022-09-15,11552.357
나스닥,2022-09-16,11448.404
나스닥,2022-09-19,11535.02
나스닥,2022-09-20,11425.051
나스닥,2022-09-21,11220.192
나스닥,2022-09-22,11066.805
나스닥,2022-09-23,10867.926
나스닥,2022-09-26,10802.922
나스닥,2022-09-27,10829.503
나스닥,2022-09-28,11051.636
나스닥,2022-09-29,10737.506
나스닥,2022-09-30,10575.619
나스닥,2022-10-03,10815.435
나스닥,2022-10-04,11176.406
나스닥,2022-10-05,11148.638
나스닥,2022-10-06,11073.311
나스닥,2022-10-07,10652.405
나스닥,2022-10-10,10542.102
나스닥,2022-10-11,10426.191
나스닥,2022-10-12,10417.099
나스닥,2022-10-13,10649.152
나스닥,2022-10-14,10321.388
나스닥,2022-10-17,10675.801
나스닥,2022-10-18,10772.402
나스닥,2022-10-19,10680.508
나스닥,2022-10-20,10614.844
나스닥,2022-10-21,10859.716
나스닥,2022-10-24,10952.612
나스닥,2022-10-25,11199.116
나스닥,2022-10-26,10970.992
나스닥,2022-10-27,10792.675
나스닥,2022-10-28,11102.452
나스닥,2022-10-31,10988.146
나스닥,2022-11-01,10890.845
나스닥,2022-11-02,10524.797
나스닥,2022-11-03,10342.94
나스닥,2022-11-04,10475.254
나스닥,2022-11-07,10564.52
나스닥,2022-11-08,10616.2
나스닥,2022-11-09,10353.175
나스닥,2022-11-10,11114.147
나스닥,2022-11-11,11323.331
나스닥,2022-11-14,11196.22
나스닥,2022-11-15,11358.41
나스닥,2022-11-16,11183.659
나스닥,2022-11-17,11144.958
나스닥,2022-11-18,11146.063
나스닥,2022-11-21,11024.511
나스닥,2022-11-22,11174.407
나스닥,2022-11-23,11285.317
나스닥,2022-11-25,11226.356
나스닥,2022-11-28,11049.499
나스닥,2022-11-29,10983.779
나스닥,2022-11-30,11467.996
나스닥,2022-12-01,11482.449
나스닥,2022-12-02,11461.497
나스닥,2022-12-05,11239.937
나스닥,2022-12-06,11014.89
나스닥,2022-12-07,10958.553
나스닥,2022-12-08,11082.003
나스닥,2022-12-09,11004.617
나스닥,2022-12-12,11143.738
나스닥,2022-12-13,11256.814
나스닥,2022-12-14,11170.886
나스닥,2022-12-15,10810.526
나스닥,2022-12-16,10705.414
나스닥,2022-12-19,10546.032
나스닥,2022-12-20,10547.112
나스닥,2022-12-21,10709.37
나스닥,2022-12-22,10476.119
나스닥,2022-12-23,10497.863
나스닥,2022-12-27,10353.226
나스닥,2022-12-28,10213.288
나스닥,2022-12-29,10478.087
나스닥,2022-12-30,10466.482
나스닥,2023-01-03,10386.985
나스닥,2023-01-04,10458.762
나스닥,2023-01-05,10305.241
나스닥,2023-01-06,10569.294
나스닥,2023-01-09,10635.649
나스닥,2023-01-10,10742.63
나스닥,2023-01-11,10931.671
나스닥,2023-01-12,11001.105
나스닥,2023-01-13,11079.157
나스닥,2023-01-17,11095.113
나스닥,2023-01-18,10957.013
나스닥,2023-01-19,10852.269
나스닥,2023-01-20,11140.434
나스닥,2023-01-23,11364.414
나스닥,2023-01-24,11334.272
나스닥,2023-01-25,11313.357
나스닥,2023-01-26,11512.413
나스닥,2023-01-27,11621.709
나스닥,2023-01-30,11393.814
나스닥,2023-01-31,11584.552
나스닥,2023-02-01,11816.32
나스닥,2023-02-02,12200.818
나스닥,2023-02-03,12006.955
나스닥,2023-02-06,11887.45
나스닥,2023-02-07,12113.786
나스닥,2023-02-08,11910.52
나스닥,2023-02-09,11789.579
나스닥,2023-02-10,11718.12
나스닥,2023-02-13,11891.789
나스닥,2023-02-14,11960.145
나스닥,2023-02-15,12070.593
나스닥,2023-02-16,11855.834
나스닥,2023-02-17,11787.272
나스닥,2023-02-21,11492.301
나스닥,2023-02-22,11507.07
나스닥,2023-02-23,11590.401
나스닥,2023-02-24,11394.942
나스닥,2023-02-27,11466.979
나스닥,2023-02-28,11455.544
나스닥,2023-03-01,11379.484
나스닥,2023-03-02,11462.982
나스닥,2023-03-03,11689.006
나스닥,2023-03-06,11675.737
나스닥,2023-03-07,11530.333
나스닥,2023-03-08,11576.004
나스닥,2023-03-09,11338.355
나스닥,2023-03-10,11138.888
나스닥,2023-03-13,11188.843
나스닥,2023-03-14,11428.149
나스닥,2023-03-15,11434.052
나스닥,2023-03-16,11717.277
나스닥,2023-03-17,11630.513
나스닥,2023-03-20,11675.538
나스닥,2023-03-21,11860.109
나스닥,2023-03-22,11669.956
나스닥,2023-03-23,11787.398
나스닥,2023-03-24,11823.96
나스닥,2023-03-27,11768.836
나스닥,2023-03-28,11716.08
나스닥,2023-03-29,11926.236
나스닥,2023-03-30,12013.471
나스닥,2023-03-31,12221.907
나스닥,2023-04-03,12189.453
나스닥,2023-04-04,12126.327
나스닥,2023-04-05,11996.862
나스닥,2023-04-06,12087.957
나스닥,2023-04-10,12084.355
나스닥,2023-04-11,12031.877
나스닥,2023-04-12,11929.337
나스닥,2023-04-13,12166.272
나스닥,2023-04-14,12123.465
나스닥,2023-04-17,12157.724
나스닥,2023-04-18,12153.412
나스닥,2023-04-19,12157.226
나스닥,2023-04-20,12059.558
나스닥,2023-04-21,12072.456
나스닥,2023-04-24,12037.204
나스닥,2023-04-25,11799.157
나스닥,2023-04-26,11854.351
나스닥,2023-04-27,12142.238
나스닥,2023-04-28,12226.584
나스닥,2023-05-01,12212.598
나스닥,2023-05-02,12080.506
나스닥,2023-05-03,12025.328
나스닥,2023-05-04,11966.398
나스닥,2023-05-05,12235.413
나스닥,2023-05-08,12256.917
나스닥,2023-05-09,12179.553
나스닥,2023-05-10,12306.442
나스닥,2023-05-11,12328.507
나스닥,2023-05-12,12284.743
나스닥,2023-05-15,12365.209
나스닥,2023-05-16,12343.053
나스닥,2023-05-17,12500.566
나스닥,2023-05-18,12688.838
나스닥,2023-05-19,12657.897
나스닥,2023-05-22,12720.776
나스닥,2023-05-23,12560.245
나스닥,2023-05-24,12484.162
나스닥,2023-05-25,12698.094
나스닥,2023-05-26,12975.688
나스닥,2023-05-30,13017.426
나스닥,2023-05-31,12935.285
나스닥,2023-06-01,13100.982
나스닥,2023-06-02,13240.766
나스닥,2023-06-05,13229.429
나스닥,2023-06-06,13276.418
나스닥,2023-06-07,13104.895
나스닥,2023-06-08,13238.524
나스닥,2023-06-09,13259.143
나스닥,2023-06-12,13461.921
나스닥,2023-06-13,13573.32
나스닥,2023-06-14,13626.477
나스닥,2023-06-15,13782.821
나스닥,2023-06-16,13689.571
나스닥,2023-06-20,13667.294
나스닥,2023-06-21,13502.199
나스닥,2023-06-22,13630.609
나스닥,2023-06-23,13492.516
나스닥,2023-06-26,13335.778
나스닥,2023-06-27,13555.673
나스닥,2023-06-28,13591.75
나스닥,2023-06-29,13591.331
나스닥,2023-06-30,13787.923
나스닥,2023-07-03,13816.773
나스닥,2023-07-05,13791.654
나스닥,2023-07-06,13679.043
나스닥,2023-07-07,13660.716
나스닥,2023-07-10,13685.481
나스닥,2023-07-11,13760.699
나스닥,2023-07-12,13918.963
나스닥,2023-07-13,14138.57
나스닥,2023-07-14,14113.703
나스닥,2023-07-17,14244.948
나스닥,2023-07-18,14353.642
나스닥,2023-07-19,14358.018
나스닥,2023-07-20,14063.307
나스닥,2023-07-21,14032.805
나스닥,2023-07-24,14058.866
나스닥,2023-07-25,14144.555
나스닥,2023-07-26,14127.282
나스닥,2023-07-27,14050.107
나스닥,2023-07-28,14316.658
나스닥,2023-07-31,14346.024
나스닥,2023-08-01,14283.913
나스닥,2023-08-02,13973.447
나스닥,2023-08-03,13959.715
나스닥,2023-08-04,13909.238
나스닥,2023-08-07,13994.398
나스닥,2023-08-08,13884.324
나스닥,2023-08-09,13722.016
나스닥,2023-08-10,13737.986
나스닥,2023-08-11,13644.849
나스닥,2023-08-14,13788.331
나스닥,2023-08-15,13631.047
나스닥,2023-08-16,13474.628
나스닥,2023-08-17,13316.932
나스닥,2023-08-18,13290.776
나스닥,2023-08-21,13497.59
나스닥,2023-08-22,13505.873
나스닥,2023-08-23,13721.033
나스닥,2023-08-24,13463.972
나스닥,2023-08-25,13590.646
나스닥,2023-08-28,13705.131
나스닥,2023-08-29,13943.757
나스닥,2023-08-30,14019.311
나스닥,2023-08-31,14034.969
나스닥,2023-09-01,14031.815
나스닥,2023-09-05,14020.952
나스닥,2023-09-06,13872.471
나스닥,2023-09-07,13748.832
나스닥,2023-09-08,13761.526
나스닥,2023-09-11,13917.894
나스닥,2023-09-12,13773.615
나스닥,2023-09-13,13813.585
나스닥,2023-09-14,13926.052
나스닥,2023-09-15,13708.335
나스닥,2023-09-18,13710.237
나스닥,2023-09-19,13678.186
나스닥,2023-09-20,13469.128
나스닥,2023-09-21,13223.985
나스닥,2023-09-22,13211.807
나스닥,2023-09-25,13271.32
나스닥,2023-09-26,13063.61
나스닥,2023-09-27,13092.849
나스닥,2023-09-28,13201.276
나스닥,2023-09-29,13219.322
나스닥,2023-10-02,13307.773
나스닥,2023-10-03,13059.466
나스닥,2023-10-04,13236.01
나스닥,2023-10-05,13219.834
나스닥,2023-10-06,13431.341
나스닥,2023-10-09,13484.239
나스닥,2023-10-10,13562.844
나스닥,2023-10-11,13659.677
나스닥,2023-10-12,13574.219
나스닥,2023-10-13,13407.234
나스닥,2023-10-16,13567.984
나스닥,2023-10-17,13533.747
나스닥,2023-10-18,13314.302
나스닥,2023-10-19,13186.175
나스닥,2023-10-20,12983.807
나스닥,2023-10-23,13018.329
나스닥,2023-10-24,13139.875
나스닥,2023-10-25,12821.224
나스닥,2023-10-26,12595.605
나스닥,2023-10-27,12643.011
나스닥,2023-10-30,12789.483
나스닥,2023-10-31,12851.238
나스닥,2023-11-01,13061.469
나스닥,2023-11-02,13294.19
나스닥,2023-11-03,13478.283
나스닥,2023-11-06,13518.779
나스닥,2023-11-07,13639.856
나스닥,2023-11-08,13650.414
나스닥,2023-11-09,13521.448
나스닥,2023-11-10,13798.108
나스닥,2023-11-13,13767.743
나스닥,2023-11-14,14094.381
나스닥,2023-11-15,14103.836
나스닥,2023-11-16,14113.673
나스닥,2023-11-17,14125.481
나스닥,2023-11-20,14284.534
나스닥,2023-11-21,14199.982
나스닥,2023-11-22,14265.857
나스닥,2023-11-24,14250.855
나스닥,2023-11-27,14241.022
나스닥,2023-11-28,14281.756
나스닥,2023-11-29,14258.49
나스닥,2023-11-30,14226.218
나스닥,2023-12-01,14305.032
나스닥,2023-12-04,14185.494
나스닥,2023-12-05,14229.912
나스닥,2023-12-06,14146.712
나스닥,2023-12-07,14339.994
나스닥,2023-12-08,14403.972
나스닥,2023-12-11,14432.486
나스닥,2023-12-12,14533.397
나스닥,2023-12-13,14733.964
나스닥,2023-12-14,14761.559
나스닥,2023-12-15,14813.92
나스닥,2023-12-18,14905.194
나스닥,2023-12-19,15003.223
나스닥,2023-12-20,14777.943
나스닥,2023-12-21,14963.866
나스닥,2023-12-22,14992.973
나스닥,2023-12-26,15074.573
나스닥,2023-12-27,15099.176
나스닥,2023-12-28,15095.136
나스닥,2023-12-29,15011.352
나스닥,2024-01-02,14765.94
나스닥,2024-01-03,14592.211
나스닥,2024-01-04,14510.3
나스닥,2024-01-05,14524.073
나스닥,2024-01-08,14843.768
나스닥,2024-01-09,14857.709
나스닥,2024-01-10,14969.65
나스닥,2024-01-11,14970.185
나스닥,2024-01-12,14972.76
나스닥,2024-01-16,14944.347
나스닥,2024-01-17,14855.622
나스닥,2024-01-18,15055.648
나스닥,2024-01-19,15310.968
나스닥,2024-01-22,15360.286
나스닥,2024-01-23,15425.943
나스닥,2024-01-24,15481.918
나스닥,2024-01-25,15510.496
나스닥,2024-01-26,15455.363
나스닥,2024-01-29,15628.044
나스닥,2024-01-30,15509.897
나스닥,2024-01-31,15164.012
나스닥,2024-02-01,15361.642
나스닥,2024-02-02,15628.954
나스닥,2024-02-05,15597.677
나스닥,2024-02-06,15608.998
나스닥,2024-02-07,15756.644
나스닥,2024-02-08,15793.715
나스닥,2024-02-09,15990.664
나스닥,2024-02-12,15942.545
나스닥,2024-02-13,15655.599
나스닥,2024-02-14,15859.146
나스닥,2024-02-15,15906.173
나스닥,2024-02-16,15775.654
나스닥,2024-02-20,15630.783
나스닥,2024-02-21,15580.87
나스닥,2024-02-22,16041.621
나스닥,2024-02-23,15996.823
나스닥,2024-02-26,15976.251
나스닥,2024-02-27,16035.3
나스닥,2024-02-28,15947.738
나스닥,2024-02-29,16091.922
나스닥,2024-03-01,16274.942
나스닥,2024-03-04,16207.509
나스닥,2024-03-05,15939.588
나스닥,2024-03-06,16031.543
나스닥,2024-03-07,16273.375
나스닥,2024-03-08,16085.113
나스닥,2024-03-11,16019.274
나스닥,2024-03-12,16265.636
나스닥,2024-03-13,16177.766
나스닥,2024-03-14,16128.529
나스닥,2024-03-15,15973.174
나스닥,2024-03-18,16103.448
나스닥,2024-03-19,16166.791
나스닥,2024-03-20,16369.407
나스닥,2024-03-21,16401.836
나스닥,2024-03-22,16428.818
나스닥,2024-03-25,16384.467
나스닥,2024-03-26,16315.699
나스닥,2024-03-27,16399.521
나스닥,2024-03-28,16379.458
나스닥,2024-04-01,16396.832
나스닥,2024-04-02,16240.449
나스닥,2024-04-03,16277.458
나스닥,2024-04-04,16049.082
나스닥,2024-04-05,16248.52
나스닥,2024-04-08,16253.955
나스닥,2024-04-09,16306.639
나스닥,2024-04-10,16170.36
나스닥,2024-04-11,16442.198
나스닥,2024-04-12,16175.094
나스닥,2024-04-15,15885.019
나스닥,2024-04-16,15865.251
나스닥,2024-04-17,15683.372
나스닥,2024-04-18,15601.499
나스닥,2024-04-19,15282.01
나스닥,2024-04-22,15451.305
나스닥,2024-04-23,15696.64
나스닥,2024-04-24,15712.749
나스닥,2024-04-25,15611.76
나스닥,2024-04-26,15927.9
나스닥,2024-04-29,15983.084
나스닥,2024-04-30,15657.822
나스닥,2024-05-01,15605.481
나스닥,2024-05-02,15840.958
나스닥,2024-05-03,16156.328
나스닥,2024-05-06,16349.245
나스닥,2024-05-07,16332.555
나스닥,2024-05-08,16302.756
나스닥,2024-05-09,16346.265
나스닥,2024-05-10,16340.869
나스닥,2024-05-13,16388.238
나스닥,2024-05-14,16511.18
나스닥,2024-05-15,16742.39
나스닥,2024-05-16,16698.321
나스닥,2024-05-17,16685.966
나스닥,2024-05-20,16794.874
나스닥,2024-05-21,16832.624
나스닥,2024-05-22,16801.544
나스닥,2024-05-23,16736.033
나스닥,2024-05-24,16920.794
나스닥,2024-05-28,17019.88
나스닥,2024-05-29,16920.58
나스닥,2024-05-30,16737.079
나스닥,2024-05-31,16735.015
나스닥,2024-06-03,16828.67
나스닥,2024-06-04,16857.047
나스닥,2024-06-05,17187.905
나스닥,2024-06-06,17173.121
나스닥,2024-06-07,17133.126
나스닥,2024-06-10,17192.529
나스닥,2024-06-11,17343.546
나스닥,2024-06-12,17608.436
나스닥,2024-06-13,17667.56
나스닥,2024-06-14,17688.882
나스닥,2024-06-17,17857.02
나스닥,2024-06-18,17862.232
나스닥,2024-06-20,17721.587
나스닥,2024-06-21,17689.361
나스닥,2024-06-24,17496.817
나스닥,2024-06-25,17717.654
나스닥,2024-06-26,17805.156
나스닥,2024-06-27,17858.684
나스닥,2024-06-28,17732.603
나스닥,2024-07-01,17879.3
나스닥,2024-07-02,18028.763
나스닥,2024-07-03,18188.302
나스닥,2024-07-05,18352.759
나스닥,2024-07-08,18403.738
나스닥,2024-07-09,18429.291
나스닥,2024-07-10,18647.448
나스닥,2024-07-11,18283.407
나스닥,2024-07-12,18398.445
나스닥,2024-07-15,18472.566
나스닥,2024-07-16,18509.34
나스닥,2024-07-17,17996.925
나스닥,2024-07-18,17871.223
나스닥,2024-07-19,17726.94
나스닥,2024-07-22,18007.568
나스닥,2024-07-23,17997.351
나스닥,2024-07-24,17342.413
나스닥,2024-07-25,17181.724
나스닥,2024-07-26,17357.882
나스닥,2024-07-29,17370.201
나스닥,2024-07-30,17147.417
나스닥,2024-07-31,17599.4
나스닥,2024-08-01,17194.145
나스닥,2024-08-02,16776.164
나스닥,2024-08-05,16200.082
나스닥,2024-08-06,16366.855
나스닥,2024-08-07,16195.806
나스닥,2024-08-08,16660.021
나스닥,2024-08-09,16745.302
나스닥,2024-08-12,16780.609
나스닥,2024-08-13,17187.608
나스닥,2024-08-14,17192.601
나스닥,2024-08-15,17594.496
나스닥,2024-08-16,17631.72
나스닥,2024-08-19,17876.771
나스닥,2024-08-20,17816.937
나스닥,2024-08-21,17918.987
나스닥,2024-08-22,17619.354
나스닥,2024-08-23,17877.794
나스닥,2024-08-26,17725.765
나스닥,2024-08-27,17754.82
나스닥,2024-08-28,17556.027
나스닥,2024-08-29,17516.43
나스닥,2024-08-30,17713.624
나스닥,2024-09-03,17136.298
나스닥,2024-09-04,17084.296
나스닥,2024-09-05,17127.661
나스닥,2024-09-06,16690.832
나스닥,2024-09-09,16884.603
나스닥,2024-09-10,17025.88
나스닥,2024-09-11,17395.531
나스닥,2024-09-12,17569.676
나스닥,2024-09-13,17683.976
나스닥,2024-09-16,17592.127
나스닥,2024-09-17,17628.061
나스닥,2024-09-18,17573.301
나스닥,2024-09-19,18013.981
나스닥,2024-09-20,17948.321
나스닥,2024-09-23,17974.27
나스닥,2024-09-24,18074.521
나스닥,2024-09-25,18082.205
나스닥,2024-09-26,18190.291
나스닥,2024-09-27,18119.59
나스닥,2024-09-30,18189.17
나스닥,2024-10-01,17910.359
나스닥,2024-10-02,17925.123
나스닥,2024-10-03,17918.476
나스닥,2024-10-04,18137.849
나스닥,2024-10-07,17923.904
나스닥,2024-10-08,18182.916
나스닥,2024-10-09,18291.617
나스닥,2024-10-10,18282.049
나스닥,2024-10-11,18342.937
나스닥,2024-10-14,18502.685
나스닥,2024-10-15,18315.587
나스닥,2024-10-16,18367.079
나스닥,2024-10-17,18373.609
나스닥,2024-10-18,18489.553
나스닥,2024-10-21,18540.005
나스닥,2024-10-22,18573.129
나스닥,2024-10-23,18276.654
나스닥,2024-10-24,18415.486
나스닥,2024-10-25,18518.606
나스닥,2024-10-28,18567.189
나스닥,2024-10-29,18712.748
나스닥,2024-10-30,18607.931
나스닥,2024-10-31,18095.151
나스닥,2024-11-01,18239.917
나스닥,2024-11-04,18179.984
나스닥,2024-11-05,18439.171
나스닥,2024-11-06,18983.465
나스닥,2024-11-07,19269.459
나스닥,2024-11-08,19286.777
나스닥,2024-11-11,19298.763
나스닥,2024-11-12,19281.401
나스닥,2024-11-13,19230.725
나스닥,2024-11-14,19107.651
나스닥,2024-11-15,18680.121
나스닥,2024-11-18,18791.806
나스닥,2024-11-19,18987.468
나스닥,2024-11-20,18966.143
나스닥,2024-11-21,18972.42
나스닥,2024-11-22,19003.651
나스닥,2024-11-25,19054.835
나스닥,2024-11-26,19175.577
나스닥,2024-11-27,19060.476
나스닥,2024-11-29,19218.166
나스닥,2024-12-02,19403.948
나스닥,2024-12-03,19480.91
나스닥,2024-12-04,19735.116
나스닥,2024-12-05,19700.723
나스닥,2024-12-06,19859.774
나스닥,2024-12-09,19736.69
나스닥,2024-12-10,19687.242
나스닥,2024-12-11,20034.894
나스닥,2024-12-12,19902.841
나스닥,2024-12-13,19926.724
나스닥,2024-12-16,20173.891
나스닥,2024-12-17,20109.06
나스닥,2024-12-18,19392.693
나스닥,2024-12-19,19372.768
나스닥,2024-12-20,19572.597
나스닥,2024-12-23,19764.885
나스닥,2024-12-24,20031.126
나스닥,2024-12-26,20020.357
나스닥,2024-12-27,19722.031
나스닥,2024-12-30,19486.785
나스닥,2024-12-31,19310.792
나스닥,2025-01-02,19280.793
나스닥,2025-01-03,19621.677
나스닥,2025-01-06,19864.981
나스닥,2025-01-07,19489.68
나스닥,2025-01-08,19478.878
나스닥,2025-01-10,19161.628
나스닥,2025-01-13,19088.102
나스닥,2025-01-14,19044.393
나스닥,2025-01-15,19511.234
나스닥,2025-01-16,19338.29
나스닥,2025-01-17,19630.199
나스닥,2025-01-21,19756.779
나스닥,2025-01-22,20009.34
나스닥,2025-01-23,20053.678
나스닥,2025-01-24,19954.301
나스닥,2025-01-27,19341.834
나스닥,2025-01-28,19733.586
나스닥,2025-01-29,19632.323
나스닥,2025-01-30,19681.749
나스닥,2025-01-31,19627.441
나스닥,2025-02-03,19391.955
나스닥,2025-02-04,19654.015
나스닥,2025-02-05,19692.33
나스닥,2025-02-06,19791.991
나스닥,2025-02-07,19523.402
나스닥,2025-02-10,19714.27
나스닥,2025-02-11,19643.856
나스닥,2025-02-12,19649.951
나스닥,2025-02-13,19945.644
나스닥,2025-02-14,20026.773
나스닥,2025-02-18,20041.261
나스닥,2025-02-19,20056.253
나스닥,2025-02-20,19962.362
나스닥,2025-02-21,19524.005
나스닥,2025-02-24,19286.925
나스닥,2025-02-25,19026.386
나스닥,2025-02-26,19075.263
나스닥,2025-02-27,18544.419
나스닥,2025-02-28,18847.279
나스닥,2025-03-03,18350.191
나스닥,2025-03-04,18285.163
나스닥,2025-03-05,18552.734
나스닥,2025-03-06,18069.255
나스닥,2025-03-07,18196.221
나스닥,2025-03-10,17468.321
나스닥,2025-03-11,17436.095
나스닥,2025-03-12,17648.45
나스닥,2025-03-13,17303.014
나스닥,2025-03-14,17754.086
나스닥,2025-03-17,17808.664
나스닥,2025-03-18,17504.117
나스닥,2025-03-19,17750.79
나스닥,2025-03-20,17691.626
나스닥,2025-03-21,17784.051
나스닥,2025-03-24,18188.593
나스닥,2025-03-25,18271.855
나스닥,2025-03-26,17899.015
나스닥,2025-03-27,17804.033
나스닥,2025-03-28,17322.991
나스닥,2025-03-31,17299.287
나스닥,2025-04-01,17449.891
나스닥,2025-04-02,17601.046
나스닥,2025-04-03,16550.605
나스닥,2025-04-04,15587.786
나스닥,2025-04-07,15603.262
나스닥,2025-04-08,15267.913
나스닥,2025-04-09,17124.972
나스닥,2025-04-10,16387.311
나스닥,2025-04-11,16724.456
나스닥,2025-04-14,16831.484
나스닥,2025-04-15,16823.168
나스닥,2025-04-16,16307.16
나스닥,2025-04-17,16286.448
나스닥,2025-04-21,15870.901
나스닥,2025-04-22,16300.418
나스닥,2025-04-23,16708.05
나스닥,2025-04-24,17166.043
나스닥,2025-04-25,17382.939
나스닥,2025-04-28,17366.133
나스닥,2025-04-29,17461.318
나스닥,2025-04-30,17446.342
나스닥,2025-05-01,17710.739
나스닥,2025-05-02,17977.728
나스닥,2025-05-05,17844.241
나스닥,2025-05-06,17689.659
나스닥,2025-05-07,17738.162
나스닥,2025-05-08,17928.139
나스닥,2025-05-09,17928.916
나스닥,2025-05-12,18708.344
나스닥,2025-05-13,19010.085
나스닥,2025-05-14,19146.809
나스닥,2025-05-15,19112.319
나스닥,2025-05-16,19211.102
나스닥,2025-05-19,19215.463
나스닥,2025-05-20,19142.714
나스닥,2025-05-21,18872.643
나스닥,2025-05-22,18925.735
나스닥,2025-05-23,18737.207
나스닥,2025-05-27,19199.163
나스닥,2025-05-28,19100.938
나스닥,2025-05-29,19175.872
나스닥,2025-05-30,19113.767
나스닥,2025-06-02,19242.613
나스닥,2025-06-03,19398.958
나스닥,2025-06-04,19460.489
나스닥,2025-06-05,19298.448
나스닥,2025-06-06,19529.953
나스닥,2025-06-09,19591.237
나스닥,2025-06-10,19714.989
나스닥,2025-06-11,19615.876
나스닥,2025-06-12,19662.485
나스닥,2025-06-13,19406.826
나스닥,2025-06-16,19701.213
나스닥,2025-06-17,19521.091
나스닥,2025-06-18,19546.273
나스닥,2025-06-20,19447.41
나스닥,2025-06-23,19630.975
나스닥,2025-06-24,19912.533
나스닥,2025-06-25,19973.552
나스닥,2025-06-26,20167.913
나스닥,2025-06-27,20273.459
나스닥,2025-06-30,20369.733
나스닥,2025-07-01,20202.889
나스닥,2025-07-02,20393.13
나스닥,2025-07-03,20601.101
나스닥,2025-07-07,20412.515
나스닥,2025-07-08,20418.464
나스닥,2025-07-09,20611.338
나스닥,2025-07-10,20630.665
나스닥,2025-07-11,20585.527
나스닥,2025-07-14,20640.327
나스닥,2025-07-15,20677.8
나스닥,2025-07-16,20730.491
나스닥,2025-07-17,20885.649
나스닥,2025-07-18,20895.655
나스닥,2025-07-21,20974.175
나스닥,2025-07-22,20892.685
나스닥,2025-07-23,21020.017
나스닥,2025-07-24,21057.959
나스닥,2025-07-25,21108.317
나스닥,2025-07-28,21178.584
나스닥,2025-07-29,21098.291
나스닥,2025-07-30,21129.674
나스닥,2025-07-31,21122.448
나스닥,2025-08-01,20650.132
나스닥,2025-08-04,21053.582
